,userid,,connectionid,,status,
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Carlotta.Quigley,"','",Marjolaine,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elda.Murazik,"','",Raegan,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ardella_King,"','",Keyon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jarret_Marquardt,"','",Roel,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jocelyn_Medhurst,"','",Terrance,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maria_Mitchell,"','",Cali,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bobby.Wisozk,"','",Barton_Hamill,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bernita,"','",Jason.Bogan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dewayne.Rohan,"','",Joanne,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lamont_Torphy,"','",Florian,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alisa.Von,"','",Linnie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hanna_Dooley,"','",Gerardo_Larkin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Muhammad.Jenkins,"','",Ryann_Rogahn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emma.Reinger,"','",Bryce.Rath,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jonathon.Rath,"','",Grant,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Era_Willms,"','",Fannie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cecile_Nicolas,"','",Elliot_Kirlin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ivory.Stark,"','",Cecilia.Nolan,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Leilani,"','",Kaylie.Dickens,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Savanna.Keebler,"','",Madison_Schimmel,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Quinten.Adams,"','",Verner_Wiegand,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lia.Olson,"','",Kaylah,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Donnell.Baumbach,"','",Carmine_Greenfelder,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kaleb.Berge,"','",Julian,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Laverne.Adams,"','",Glen,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Danial.Reinger,"','",Everette,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Katelin_Conroy,"','",Skye.Wunsch,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Chelsie.Gerhold,"','",Althea.Bednar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rhiannon_Lesch,"','",Crystal,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Isobel.Thiel,"','",Hans,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emmie_Abernathy,"','",Delores,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Davonte_Funk,"','",Marty,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freida.Howe,"','",Hailey_Weissnat,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Andy,"','",Emilie_Breitenberg,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Richmond.Volkman,"','",Colt.Hirthe,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Otilia.Bahringer,"','",Alfonzo.Feest,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Vergie_Stroman,"','",William,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Trystan_Marvin,"','",Osbaldo,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tania.Koelpin,"','",Camille.Cole,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kobe.Schneider,"','",Andres_Bashirian,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maurice.Ondricka,"','",Cornelius_Kautzer,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Thelma_Balistreri,"','",Raheem.Cruickshank,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Miracle_Nitzsche,"','",Percival.Kunde,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Luna_Gulgowski,"','",Daphne_Leuschke,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cassie.O''Kon,"','",Ethyl.Osinski,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brandi.Gislason,"','",Alexandria,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gina_Smith,"','",Oswaldo,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ralph.Ward,"','",Rose,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Thalia.Wilkinson,"','",Chaim.Considine,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Colleen_Harvey,"','",Geovany_Strosin,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Paolo.Pacocha,"','",Calista.Aufderhar,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bertha.Ondricka,"','",Alice,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jerrod.Hermiston,"','",Ellis,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lavon_Gaylord,"','",Janis,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Bobby.Runte,"','",Dangelo,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Colin,"','",Chance,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Talon.Senger,"','",Jessie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Samir_Emmerich,"','",Emmanuel_Kuvalis,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cora.Harvey,"','",Ezekiel,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Albin.Bins,"','",Imogene.Effertz,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Layne.Breitenberg,"','",Sigmund,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Greg_Ondricka,"','",Wilhelmine,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rhiannon_Erdman,"','",Emerald_Streich,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Althea.Gaylord,"','",Albert_Towne,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Martin.Fay,"','",Axel_Flatley,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hunter.Zulauf,"','",Omer_Luettgen,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Clara.Pollich,"','",Alf_Aufderhar,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Florida.Graham,"','",Eve.Sipes,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Britney.Gaylord,"','",Jordyn.Altenwerth,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ryley_Lind,"','",Jeremie_Corwin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hilma.Littel,"','",Raegan,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dovie,"','",Gillian_Heller,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Eveline.Beer,"','",Kathryne.Wolff,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gideon.Greenfelder,"','",Bernard,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Yvette_McLaughlin,"','",Valentina,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Raquel_Will,"','",Jarod_Bergnaum,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Timmy_Towne,"','",Donny_Ruecker,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emma.DuBuque,"','",Zane.Torp,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Beth_Trantow,"','",Dorothy,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jenifer_Carroll,"','",Iva,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Efrain.Thiel,"','",Leatha,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexandre.Nolan,"','",Ozella_Terry,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Genesis_Marvin,"','",Beau_McClure,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Johan.Lemke,"','",Kaylee,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jonathan.Douglas,"','",Monty.White,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lorenz_Simonis,"','",Chloe_Streich,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Delphia.Kiehn,"','",Wilhelmine_Reinger,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jany_Christiansen,"','",Augustine.Mann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ernie_Koch,"','",Gisselle,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shany,"','",Jany_Daugherty,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tremaine.Ullrich,"','",Coty,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Martine.Lebsack,"','",Lindsey,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Zoie.Casper,"','",Camryn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Maudie_Schroeder,"','",Abner_Weimann,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Janelle_Jewess,"','",Carolyne,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Modesto_Dare,"','",Golda,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lonnie.Feeney,"','",Zaria.Greenfelder,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Melisa.Dooley,"','",Austyn,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mittie.Wisozk,"','",Clair,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mckayla.Graham,"','",Loren_Nader,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Era.Boehm,"','",Garrett.Mayert,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Joyce_Larkin,"','",August_Becker,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Katrina.Labadie,"','",Ivory.Stark,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kyleigh.Beier,"','",Sage,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alyson.Sipes,"','",Jared,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Caleb_Sipes,"','",Tomasa.Grady,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Chanelle_Gleichner,"','",Agnes_Luettgen,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brain_Schimmel,"','",Dallas_Lueilwitz,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Lauryn.Hessel,"','",Vivianne,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hal_Haley,"','",Destiny.Cartwright,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freda_Daniel,"','",Coby.Lueilwitz,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Isabell.Prosacco,"','",Keon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Camren.Grant,"','",Ahmad_Marvin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elliott_Kuhic,"','",Lizeth_Maggio,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Nicholaus_Ullrich,"','",Giovanny,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elta_Luettgen,"','",Jody,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Camylle,"','",Toy,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Trinity_Hagenes,"','",Dante_Gutkowski,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Marietta.Maggio,"','",Michael.Walsh,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ibrahim_Beier,"','",Lauryn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elmo,"','",Tiana_Wintheiser,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Chanelle.McCullough,"','",Marco_Dietrich,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Freeman.Boyer,"','",Karianne_Shields,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Rosanna.Robel,"','",Brittany,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Alexandrine,"','",Harmony,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dena.Braun,"','",Davon,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Anastacio.Smith,"','",Aurelie,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Toney_Gu?ann,"','",Amir_Funk,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cristian.Koss,"','",Raymundo.McClure,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Daniela_Grady,"','",Nona,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Toby.Reichert,"','",Felix,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jedidiah.Stehr,"','",Isaac,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ellen.Mann,"','",Lucy_Heathcote,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Leonora,"','",Abelardo.Dibbert,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Geoffrey_Feil,"','",Alyson,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Orpha_Wisozk,"','",Jannie_Wiegand,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Connor_Lynch,"','",Margaret,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gianni.Simonis,"','",Cordia.Bahringer,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gaston_Emmerich,"','",Arvel.Bosco,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Stefan_Roob,"','",Elna.Upton,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ward_Dooley,"','",Tyreek.Zulauf,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hertha.Mills,"','",Cynthia,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Queen_Stroman,"','",Elnora_Boyer,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cale_Dicki,"','",Brooke,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brennon.Shields,"','",Ardith,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Chadd_Olson,"','",Gussie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Ashly.Bergnaum,"','",Norwood_Dicki,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elizabeth.Schowalter,"','",Hadley,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dave,"','",Marcus_Hane,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Hilda.Miller,"','",Carolyne,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Mary_Klein,"','",Geovanny.Nader,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Tressa,"','",Lesly.Dooley,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Dino_White,"','",Arne_Kessler,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Shany_Treutel,"','",Billie,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Emie_Hammes,"','",Albin,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Miracle.Kerluke,"','",Claudie_Kub,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Josiane.Kihn,"','",Bernadine,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Fabian_Glover,"','",Armando_Rolfson,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Kasey_McKenzie,"','",Simone,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Anissa_Jacobson,"','",Carole,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Coralie_Vandervort,"','",Danielle_Paucek,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Cortez.Mayer,"','",Antonette,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Sophie_Gibson,"','",Daniella_Osinski,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Greyson,"','",Ike_Jacobi,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brooks_McKenzie,"','",Arvid,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jovan_Roberts,"','",Cordell,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jaylen.Emard,"','",Jewel_Kautzer,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Khalid.Wilkinson,"','",Chad,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Giovanni.Murphy,"','",Terence.Bartell,"','",Reject,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Richmond_Gibson,"','",Verdie.Schmeler,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Jacinto_Torphy,"','",Karlie,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Elvis.Cummings,"','",Shemar.Purdy,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Carleton.Abshire,"','",Kayli,"','",Request,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Brenna_Konopelski,"','",Arden.Cassin,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Johann.Hermiston,"','",Justyn,"','",Accept,');
"INSERT INTO CONNECTION_USR(userId,connectionId,status)VALUES ('",Gracie,"','",Francis_Romaguera,"','",Request,');
